title,author,year,link
知的財産と汎用人工知能,['岡本義則'],2018,https://www.jstage.jst.go.jp/article/jsaisigtwo/2018/AGI-008/2018_09/_pdf
ディジタルゲームにおける人工知能技術の応用 (< 特集> ゲーム AI),['三宅陽一郎'],2008,https://www.jstage.jst.go.jp/article/jjsai/23/1/23_44/_pdf
人工知能技術のロボット産業応用,['比戸将平'],2017,https://www.jstage.jst.go.jp/article/jrsj/35/3/35_35_186/_pdf
行動と知能 人工知能におけるロボットの役割,['松原仁'],1996,N/A
汎用人工知能のためのプログラム合成対象言語 Pro5Lang のエピソード記憶機構,['一杉裕志， 中田秀基， 高橋直人， 竹内泉'],2022,https://www.jstage.jst.go.jp/article/jsaisigtwo/2022/AGI-020/2022_03/_pdf
人工知能・ロボットと雇用: 個人サーベイによる分析,['森川正之'],2017,https://www.rieti.go.jp/jp/publications/dp/17j005.pdf
はじめての AI プログラミング C 言語で作る人工知能と人工無能,['小高知宏'],2006,N/A
視点 人工知能スキーマ: 人々は人工知能をどうとらえているか,['西田豊明'],2017,https://www.jstage.jst.go.jp/article/johokanri/60/1/60_50/_pdf
遺伝的アルゴリズムにおける世代交代モデルの提案と評価,['佐藤浩， 小野功， 小林重信'],1997,https://www.jstage.jst.go.jp/article/jjsai/12/5/12_734/_pdf
人工知能 AI の現状と教育への影響,['山田誠二'],2018,https://www.jstage.jst.go.jp/article/konpyutariyoukyouiku/45/0/45_12/_pdf
"知的照明システムと知的オフィス環境コンソーシアム (< シリーズ特集> 使える AI, がんばる AI [第 3 回])",['三木光範'],2007,https://www.jstage.jst.go.jp/article/jjsai/22/3/22_399/_pdf
人工知能・ロボットと企業経営,['森川正之'],2016,http://www.rieti.go.jp/jp/publications/dp/16j005.pdf
身体知獲得のツールとしてのメタ認知的言語化 (< 特集> スキルサイエンス),['諏訪正樹'],2005,https://www.jstage.jst.go.jp/article/jjsai/20/5/20_525/_pdf
人狼知能で学ぶ AI プログラミング 欺瞞・推理・会話で不完全情報ゲームを戦う人工知能の作り方,['狩野芳伸， 大槻恭士， 園田亜斗夢， 中田洋平， 箕輪峻'],2017,N/A
発想支援システムの研究開発動向とその課題 (< 特集>「発想支援システム」),['國藤進'],1993,https://www.jstage.jst.go.jp/article/jjsai/8/5/8_552/_pdf
J ポップの日本語研究: 創作型人工知能のために,['伊藤雅光'],2017,https://www.jpling.gr.jp/wp-content/uploads/2013/11/syokai14_1.pdf
人工知能アプローチによるビジネスモデル分析・設計の可能性,['幡鎌博'],2018,https://www.jstage.jst.go.jp/article/jasmin/2018t10/0/2018t10_45/_pdf
仮説推論 (< 特集>「高次人工知能へ向けてのパラダイム」),['國藤進'],1987,https://www.jstage.jst.go.jp/article/jjsai/2/1/2_22/_pdf
特許情報と人工知能 (AI): 総論,['桐山勉， 安藤俊幸'],2017,https://www.jstage.jst.go.jp/article/jkg/67/7/67_340/_pdf
人工知能研究の過去・現在・未来――人工知能から人口知能へ,['寺野隆雄'],2019,https://www.jstage.jst.go.jp/article/butsuri/74/7/74_454/_pdf
適応機能を有する運動意図推定システム: 高機能ロボットハンドと日常生活支援 (< 特集> 生体信号計測の人工知能分野への応用),['加藤龍， 横井浩史'],2008,https://www.jstage.jst.go.jp/article/jjsai/23/3/23_326/_pdf
データマイニング分野のクラスタリング手法 (1): クラスタリングを使ってみよう!,['神嶌敏弘'],2003,https://www.jstage.jst.go.jp/article/jjsai/18/1/18_59/_pdf
臨場感通信会議におけるヒューマンインタフェース技術 (< 特集>「高度情報通信と人工知能: ATR における人工知能の研究」),['伴野明， 岸野文郎'],1991,https://www.jstage.jst.go.jp/article/jjsai/6/3/6_358/_pdf
法律を守る人工知能のアラインメントと人権 (AI 権),['岡本義則'],2023,https://www.jstage.jst.go.jp/article/jsaisigtwo/2023/AGI-025/2023_03/_pdf
ディベート人工知能のためのアーキテクチャ,['柳井孝介'],2014,https://www.jstage.jst.go.jp/article/jsaisigtwo/2014/DOCMAS-007/2014_06/_pdf
画像診断における人工知能活用の現況と展望,['中田典生'],2017,https://jsn.or.jp/journal/document/59_7/1064-1070.pdf
汎用人工知能の研究動向,['荒川直哉， 山川宏， 市瀬龍太郎'],2014,https://www.jstage.jst.go.jp/article/pjsai/JSAI2014/0/JSAI2014_2C4OS22a1/_pdf
汎用人工知能概観,"['B Goertzel', 'LLC Novamente']",2014,https://www.jstage.jst.go.jp/article/jjsai/29/3/29_228/_pdf
人工知能を利用した短答式記述採点支援システムの開発,['石岡恒憲， 亀田雅之， 劉東岳'],2016,http://202.16.123.1/~tunenori/doc/ken3Ishioka2016_6p.pdf
浅田稔の AI 研究道: 人工知能はココロを持てるか,['浅田稔'],2020,N/A
人工知能研究半世紀の歩みと今後の課題,['西田豊明'],2012,https://www.jstage.jst.go.jp/article/johokanri/55/7/55_461/_pdf
サプライチェーンにおける分散協調型最適化技術 (< 小特集> サプライチェーンマネジメントと人工知能),['西竜志'],2004,https://www.jstage.jst.go.jp/article/jjsai/19/5/19_571/_pdf
初等教育機関における人工知能の教育実践とキャリア形成・動機付け・ルーブリックの関連分析,['大前佑斗， 古屋達朗， 松下将也， 水越一貴'],2020,https://www.jstage.jst.go.jp/article/jjet/44/2/44_44046/_pdf
形式と内容: 内容指向人工知能研究の勧め,['溝口理一郎'],1996,https://www.jstage.jst.go.jp/article/jjsai/11/1/11_50/_pdf
大規模 デジタルゲームにおける人工知能の一般的体系と実装-FINAL FANTASY XV の実例を基に,['三宅陽一郎'],2020,https://www.jstage.jst.go.jp/article/tjsai/35/2/35_B-J64/_pdf
決定版 AI 人工知能,['樋口晋也， 城塚音也'],2017,N/A
遺伝的アルゴリズム,['北野宏明'],1992,https://www.jstage.jst.go.jp/article/jjsai/7/1/7_26/_pdf
人工知能の未来—ディープラーニングの先にあるもの,['松尾豊'],2015,https://threewise.jp/wp/wp-content/uploads/2019/09/MIAC_ICT_report_2015_DrMatsuo.pdf
分散人工知能 (2): 交渉と均衡化,['桑原和宏， 石田亨'],1993,https://www.jstage.jst.go.jp/article/jjsai/8/1/8_17/_pdf
土木工学分野における人工知能技術活用のために解決すべき課題と進めるべき研究開発,['全邦釘'],2020,https://www.jstage.jst.go.jp/article/jsceiii/1/J1/1_9/_pdf
労働経済学で考える人工知能と雇用,['山本勲'],2017,https://www.jstage.jst.go.jp/article/merierb/2017/116/2017_116/_pdf
人工知能学会における研究者ネットワークの分析,['安田雪， 松尾豊'],2005,https://www.jstage.jst.go.jp/article/pjsai/JSAI05/0/JSAI05_0_106/_pdf
人工知能とは?(7),['松原仁'],2014,https://scholar.archive.org/work/i53jp2nfunf5dnqxkpcj4k7phm/access/wayback/https://www.jstage.jst.go.jp/article/jjsai/29/1/29_78/_pdf
人工知能の未来とデータ共有の新しい可能性,['松尾豊'],2015,https://www.jstage.jst.go.jp/article/johokanri/58/8/58_597/_pdf
体育における人工知能 (AI) 活用に対する展望,['鈴木直樹'],2021,https://u-gakugei.repo.nii.ac.jp/record/49453/files/24349356_73_13.pdf
エージェントを考える (< 特集>「エージェントの基礎と応用」),['石田亨'],1995,https://www.jstage.jst.go.jp/article/jjsai/10/5/10_663/_pdf
連続音声認識ソフトウェア Julius (< 特集> 研究のツールボックス (2)),['河原達也， 李晃伸'],2005,https://www.jstage.jst.go.jp/article/jjsai/20/1/20_41/_pdf
Hopfield 型ニューラルネットワークとシミュレーテッドアニーリング (< 連載>「計画問題と人工知能」[第 l 回]),['喜多一'],1992,https://www.jstage.jst.go.jp/article/jjsai/7/6/7_970/_pdf
人工知能の倫理の現在—研究開発における技術哲学・倫理の意義—,['村上祐子'],2018,https://www.jstage.jst.go.jp/article/essfr/11/3/11_155/_pdf
AI (Agri-Informatics) に基づく学習支援システムの研究開発 (< 特集> 人工知能と農業),['神成淳司， 久寿居大， 工藤正博， 小野雄太郎'],2015,https://www.jstage.jst.go.jp/article/jjsai/30/2/30_174/_pdf
Society5. 0 時代に対応した情報モラル問題解決力の育成~ 人工知能と個人情報の活用を思考するゲーミング教材の開発~,['玉田和恵， タマダカズエ'],2022,https://edo.repo.nii.ac.jp/record/1102/files/IN2022-05.pdf
強化学習を用いた金融市場取引戦略の獲得と分析 (< 特集> ファイナンスにおける人工知能応用),['松井藤五郎， 後藤卓'],2009,https://www.jstage.jst.go.jp/article/jjsai/24/3/24_400/_pdf
人工生命,['有田隆也， 佐山弘樹'],2003,https://scholar.archive.org/work/hneshsqq3rfsbh4agjwayfqofu/access/wayback/https://www.jstage.jst.go.jp/article/jjsai/18/1/18_90/_pdf
坂本真樹先生が教える 人工知能がほぼほぼわかる本,['坂本真樹'],2017,N/A
新 人工知能の基礎知識,['太原育夫'],2008,N/A
人工知能システム,['合田周平'],1971,https://www.jstage.jst.go.jp/article/sicejl1962/10/11/10_11_812/_pdf
第 2 回ナレッジグラフ推論チャレンジ 2019 開催報告~ 説明性のある人工知能システムを目指して~,['川村隆浩， 江上周作， 松下京群， 田村光太郎'],2020,https://www.jstage.jst.go.jp/article/pjsai/JSAI2020/0/JSAI2020_1O4GS401/_pdf
対流雲からの降雨に関する知識を有する人工知能による洪水制御支援手法の開発,['大石哲， 池淵周一， 小尻利治， 舛田直樹'],1999,N/A
あたらしい人工知能の教科書 プロダクト/サービス開発に必要な基礎知識,['多田智史， 石井一夫'],2016,N/A
ロボットエンターテイメントと人工知能 (< 特集>「エンターテイメントと AI」),['藤田雅博'],2001,https://www.jstage.jst.go.jp/article/jjsai/16/3/16_399/_pdf
"日本における人工知能研究の系譜 (第 2 部: 人工知能学会のこれまでを振り返る,< 特集> 人工知能学会 25 周年特集 「四半世紀を越えて」)",['篠田孝祐'],2011,https://www.jstage.jst.go.jp/article/jjsai/26/6/26_584/_pdf
単峰性正規分布交叉 UNDX を用いた実数値 GA による関数最適化,['小野功， 佐藤浩， 小林重信'],1999,https://www.jstage.jst.go.jp/article/jjsai/14/6/14_1146/_pdf
人工知能は人間を超えるか,['松尾豊， 本書目次'],2016,http://kansai.main.jp/swfu/d/bookcafe20160312.pdf
2003 年度人工知能学会全国大会支援統合システム,['西村拓一， 濱崎雅弘， 松尾豊， 大向一輝， 友部博教'],2004,https://www.jstage.jst.go.jp/article/jjsai/19/1/19_43/_pdf
「社会的受容」 の概念分析 人工知能の倫理のための,['神崎宣次'],2020,https://www.jstage.jst.go.jp/article/pjsai/JSAI2020/0/JSAI2020_4N2OS26a05/_pdf
対話型進化計算法の研究動向 (< 論文特集> 対話型進化計算法),['高木英行， 畝見達夫， 寺野隆雄'],1998,https://www.jstage.jst.go.jp/article/jjsai/13/5/13_692/_pdf
人工知能とプロジェクトマネジメント,['内平直志， 森俊樹， 大島丈史'],2020,https://www.jstage.jst.go.jp/article/essfr/13/4/13_277/_pdf
SAT ソルバーの基礎 (< 特集> 最近の SAT 技術の発展),['井上克巳， 田村直之'],2010,https://www.jstage.jst.go.jp/article/jjsai/25/1/25_57/_pdf
推薦システムのアルゴリズム (2),['神嶌敏弘'],2008,https://www.jstage.jst.go.jp/article/jjsai/23/1/23_89/_pdf
人工知能とは,['， 武田英明， 池上高志， 山口高平， 山川宏， 人工知能'],NA,N/A
第 1 回ナレッジグラフ推論チャレンジ 2018 開催報告—説明性のある人工知能システムを目指して—,['川村隆浩， 江上周作， 田村光太郎， 外園康智， 鵜飼孝典'],2019,https://www.jstage.jst.go.jp/article/jjsai/34/3/34_396/_pdf
知識管理から知識経営へ: ナレッジマネジメントの最新動向 (< 特集>「ナレッジマネジメントとその支援技術」),['野中郁次郎， 梅本勝博'],2001,https://www.jstage.jst.go.jp/article/jjsai/16/1/16_4/_pdf
人工知能 AI 等が雇用に与える影響; 日本の実態,['岩本晃一， 田上悠太'],2018,https://www.rieti.go.jp/jp/publications/pdp/18p009.pdf
推薦システムのアルゴリズム (1),['神嶌敏弘'],2007,https://www.jstage.jst.go.jp/article/jjsai/22/6/22_826/_pdf
ファジィ集合論と人工知能,['馬野元秀'],1986,https://www.jstage.jst.go.jp/article/fss/2/0/2_74/_pdf
情報推薦・情報フィルタリングのためのユーザプロファイリング技術,['土方嘉徳'],2004,https://www.jstage.jst.go.jp/article/jjsai/19/3/19_365/_pdf
人工知能を活用した業務自動化における P2M 理論の適用 プログラム統合マネジメントを用いたステークホルダーの説得,['田中裕子， 久保裕史'],2018,https://www.jstage.jst.go.jp/article/iappmjour/12/2/12_1/_pdf
視点 人工知能はみようみまねマシンの究極形,['樋口知之'],2016,https://www.jstage.jst.go.jp/article/johokanri/59/5/59_331/_pdf
基礎から学ぶ 人工知能の教科書,['小高知宏'],2019,N/A
人工知能・科学・人間のトリロジーの将来,['植原亮'],2022,https://kansai-u.repo.nii.ac.jp/?action=repository_action_common_download&item_id=24139&item_no=1&attribute_id=19&file_no=1
人工知能サーバと連携した水質測定システムの構築,['古山彰一， 藤島政樹， 竹内克輝， 永井孝， 奥村浩'],2019,https://www.jstage.jst.go.jp/article/bunsekikagaku/68/7/68_491/_pdf
Happy Academic Life 2006: 研究者の人生ゲーム: ゲーム型キャリアデザイン学習教材の開発 (< 特集> 人工知能学会創設 20 周年記念企画),['山川宏， 市瀬龍太郎， 太田正幸， 加藤義清， 庄司裕子'],2006,https://www.jstage.jst.go.jp/article/jjsai/21/3/21_360/_pdf
認知症の人の暮らしをアシストする人工知能技術 (< 特集> 人工知能技術が浸透する社会を考える),['竹林洋一'],2014,https://www.jstage.jst.go.jp/article/jjsai/29/5/29_515/_pdf
デジタルゲームのための人工知能の基礎理論,['三宅陽一郎'],2013,http://journal.vrsj.org/18-3/s28-33.pdf
人狼知能プロジェクト (< 特集> エンターテイメントにおける AI),['片上大輔， 鳥海不二夫， 大澤博隆， 稲葉通将， 篠田孝祐'],2015,https://www.jstage.jst.go.jp/article/jjsai/30/1/30_65/_pdf
マルチエージェント強化学習の方法論: Q-learning と profit sharing による接近,['荒井幸代， 宮崎和光， 小林重信'],1998,https://www.jstage.jst.go.jp/article/jjsai/13/4/13_609/_pdf
カブロボへの招待: 人工知能を用いた株式取引,['松井藤五郎'],2007,https://www.jstage.jst.go.jp/article/jjsai/22/4/22_540/_pdf
医学における人工知能―その動向と最近の進歩,['田中博'],1993,https://www.jstage.jst.go.jp/article/jsmbe1987/7/5/7_5_1/_pdf
転移学習,['神嶌敏弘'],2010,https://www.jstage.jst.go.jp/article/jjsai/25/4/25_572/_pdf
オントロジー研究の基礎と応用 (「オントロジーの基礎と応用」),['溝口理一郎'],1999,https://www.jstage.jst.go.jp/article/jjsai/14/6/14_977/_pdf
人工知能の研究開発をどう進めるか 技術的特異点 (シンギュラリティ) を見据えて,['堀浩一'],2015,https://www.jstage.jst.go.jp/article/johokanri/58/4/58_250/_html/-char/en
大規模ゲームにおける人工知能—ファイナルファンタジー ⅩⅤ の実例をもとに—,['三宅陽一郎， 今村紀之， 小松智希， 下川和也， 上段達弘'],2017,https://www.jstage.jst.go.jp/article/jjsai/32/2/32_197/_pdf
人工知能システムのプロジェクトがわかる本 企画・開発から運用・保守まで,['本橋洋介'],2018,N/A
第 3 次人工知能ブームを機に見る製造業におけるデータ解析技術の変遷,['中林暁男， 和田英彦'],2016,https://web-material3.yokogawa.com/19/13484/tabs/rd-tr-r05901-001.jp.pdf
分散人工知能における標準的小問題,['大沢英一， 沼岡千里， 石田亨'],1993,https://www.jstage.jst.go.jp/article/jssst/10/3/10_3_195/_pdf
人工知能研究についての二三の問題,['西野博二'],1974,https://ipsj.ixsq.nii.ac.jp/ej/?action=repository_action_common_download&item_id=7859&item_no=1&attribute_id=1&file_no=1
図解入門最新人工知能がよ~ くわかる本,['神崎洋治'],2016,N/A
人工知能 (AI) 技術の実臨床応用―医用画像解析を中心として―,['浜本隆二'],2022,https://www.jstage.jst.go.jp/article/jcns/31/8/31_494/_pdf
人工知能時代の外国語教育,['浅野享三， アサノケイゾウ'],2018,https://nanzan-u.repo.nii.ac.jp/record/1784/files/nantan39_09_Asano_Keizo.pdf
分散人工知能の技術と応用 (< 特集>「分散人工知能」),['石田亨'],1990,https://www.jstage.jst.go.jp/article/jjsai/5/4/5_441/_pdf
論理に基づく人工知能の法学への応用,['佐藤健'],2010,https://www.jstage.jst.go.jp/article/jssst/27/3/27_3_3_36/_pdf
強化学習における報酬割当ての理論的考察,['宮崎和光， 山村雅幸， 小林重信'],1994,https://www.jstage.jst.go.jp/article/jjsai/9/4/9_580/_pdf
知能ロボットの技術: 人工知能からのアプローチ (後編): 6. ロボットとの会話-人工知能からのアプローチ,['田中穂積， 徳永健伸'],2003,https://ipsj.ixsq.nii.ac.jp/ej/?action=repository_action_common_download&item_id=64918&item_no=1&attribute_id=1&file_no=1
人工知能の将来と人間・社会,['國吉康夫'],2018,https://www.jstage.jst.go.jp/article/jnlsts/16/0/16_15/_pdf
次世代デジタルゲームにおける人工知能の研究課題について,['三宅陽一郎'],2012,https://ipsj.ixsq.nii.ac.jp/ej/?action=repository_action_common_download&item_id=91351&item_no=1&attribute_id=1&file_no=1
人工知能として認識されない人工知能の埋め込まれる社会に向けて,['堀浩一'],2018,https://www.jstage.jst.go.jp/article/jicp/2/1/2_11/_pdf
テレビゲームにおける個人差の研究 (1),['西方毅， ニシカタツヨシ'],2011,https://mejiro.repo.nii.ac.jp/record/1021/files/KJ00007071820.pdf
誰も書けなかったディープ・ステートのシン・真実,['宮崎正弘'],2023,N/A
山田広野の活弁半生劇場: 活弁映画監督のつくりかた,['山田広野'],2009,N/A
ジェンダー・ハイブリッド・モンスターーエイリアン・フェミニズム 2,['内田樹'],NA,https://core.ac.uk/download/pdf/229144362.pdf
太陽王と月の王,['澁澤龍彦'],2006,N/A
仮想空間におけるプロテウス効果は初期の脳活動を変調させる,['岩﨑正紘， 横田悠右， 成瀬康'],2023,https://www.jstage.jst.go.jp/article/his/25/3/25_273/_pdf
新日本プロレス英語入門 (新日本プロレス公式ブック),['クリス・チャールトン， 濱崎潤之輔'],2021,N/A
路地裏の迷宮踏査,['杉江松恋'],2014,N/A
詩人 DH LAWRENCE,['寺本喜一'],1931,https://www.jstage.jst.go.jp/article/elsjp/11/3/11_KJ00006927594/_pdf
基礎からはじめるインド占星術入門,['本多信明'],2010,N/A
Psychophysiology of P300.,['WS Pritchard'],1981,N/A
The P300 wave of the human event-related potential,['TW Picton'],1992,https://www.researchgate.net/profile/Terence-Picton/publication/21690394_The_P300_Wave_of_the_Human_Event-Related_Potential/links/5a26b8800f7e9b71dd0c6388/The-P300-Wave-of-the-Human-Event-Related-Potential.pdf
Neuropsychology of P300,['J Polich'],2012,N/A
Updating P300: an integrative theory of P3a and P3b,['J Polich'],2007,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2715154/
p300/CBP and cancer,"['NG Iyer', 'H Özdag', 'C Caldas']",2004,https://avesis.ankara.edu.tr/yayin/09635708-e93a-4e89-b154-6eee5abddb53/p300-cbp-and-cancer/document.pdf
P300 development across the lifespan: a systematic review and meta-analysis,"['R van Dinteren', 'M Arns', 'MLA Jongsma', 'RPC Kessels']",2014,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0087347&type=printable
"P300 in clinical applications: meaning, method, and measurement",['J Polich'],1991,N/A
P300 clinical utility and control of variability,['J Polich'],1998,N/A
Clinical application of the P300 event-related brain potential,['J Polich'],2004,N/A
"CBP/p300 in cell growth, transformation, and development","['RH Goodman', 'S Smolik']",2000,https://genesdev.cshlp.org/content/14/13/1553.full.pdf
Protein lysine acetylation by p300/CBP,"['BM Dancy', 'PA Cole']",2015,https://pubs.acs.org/doi/pdf/10.1021/cr500452k
Neural origins of the P300,"['M Soltani', 'RT Knight']",2000,N/A
The transcriptional coactivators p300 and CBP are histone acetyltransferases,"['VV Ogryzko', 'RL Schiltz', 'V Russanova', 'BH Howard']",1996,https://www.cell.com/cell/pdf/S0092-8674(00)82001-2.pdf
CBP and p300: HATs for different occasions,['E Kalkhoven'],2004,https://www.academia.edu/download/71411308/j.bcp.2004.03.04520211005-31213-ax3q4p.pdf
Slow wave and P300 in signal detection,"['DS Ruchkin', 'S Sutton', 'ML Kietzman', 'K Silver']",1980,N/A
p300/CBP/p53 interaction and regulation of the p53 response,['SR Grossman'],2001,https://febs.onlinelibrary.wiley.com/doi/pdfdirect/10.1046/j.1432-1327.2001.02226.x
Recruitment of p300/CBP in p53-dependent signal pathways,"['ML Avantaggiati', 'V Ogryzko', 'K Gardner', 'A Giordano']",1997,https://www.cell.com/cell/pdf/S0092-8674(00)80304-9.pdf
p300 and CBP: partners for life and death,"['A Giordano', 'ML Avantaggiati']",1999,N/A
On the neural origin of P300 in man,"['CC Wood', 'T Allison', 'WR Goff', 'PD Williamson']",1980,N/A
CREB-binding protein and p300 in transcriptional regulation,"['N Vo', 'RH Goodman']",2001,https://www.jbc.org/article/S0021-9258(20)78783-1/pdf
The p300/CBP family: integrating signals with transcription factors and chromatin,['N Shiama'],1997,N/A
Role of CBP/P300 in nuclear receptor signalling,"['D Chakravarti', 'VJ LaMorte', 'MC Nelson', 'T Nakajima']",1996,N/A
An essential role for p300/CBP in the cellular response to hypoxia,"['Z Arany', 'LE Huang', 'R Eckner']",1996,https://www.pnas.org/doi/pdf/10.1073/pnas.93.23.12969
On how P300 amplitude varies with the utility of the eliciting stimuli,"['R Johnson Jr', 'E Donchin']",1978,https://www.researchgate.net/profile/Ray-Johnson-2/publication/223087694_On_how_P300_amplitude_varies_with_the_utility_of_the_eliciting_stimuli/links/5b37bc24a6fdcc8506e3b855/On-how-P300-amplitude-varies-with-the-utility-of-the-eliciting-stimuli.pdf
Adapting the P300-based brain–computer interface for gaming: a review,"['AY Kaplan', 'SL Shishkin', 'IP Ganin']",2013,https://lib.ipran.ru/public/upload/papers/20441222.pdf
Binding and modulation of p53 by p300/CBP coactivators,"['NL Lill', 'SR Grossman', 'D Ginsberg', 'J DeCaprio']",1997,https://www.nature.com/articles/42981
Conjunction dysfunction: CBP/p300 in human disease,"['RH Giles', 'DJM Peters', 'MH Breuning']",1998,N/A
p300 in prostate cancer proliferation and progression,"['JD Debes', 'TJ Sebo', 'CM Lohse', 'LM Murphy']",2003,N/A
An improved P300-based brain-computer interface,"['H Serby', 'E Yom-Tov', 'GF Inbar']",2005,https://ieeexplore.ieee.org/iel5/7333/30492/01406025.pdf
Alzheimer's disease and P300: review and evaluation of task and modality,"['J Polich', 'J Corey-Bloom']",2005,N/A
"P300 as a clinical assay: rationale, evaluation, and findings","['J Polich', 'KL Herbst']",2000,N/A
P300 and the word frequency effect,"['J Polich', 'E Donchin']",1988,N/A
The MindGame: a P300-based brain–computer interface game,"['A Finke', 'A Lenhardt', 'H Ritter']",2009,N/A
"P300, stimulus intensity, modality, and probability","['J Polich', 'PC Ellerson', 'J Cohen']",1996,N/A
P300 brain computer interface: current challenges and emerging trends,"['R Fazel-Rezai', 'BZ Allison', 'C Guger']",2012,https://www.frontiersin.org/articles/10.3389/fneng.2012.00014/full?ref=https://githubhelp.com
"Definition, identification, and reliability of measurement of the P300 component of the event-related brain potential","['M Fabiani', 'G Gratton', 'D Karis']",1987,https://www.academia.edu/download/66741776/Definition_identification_and_reliabilit20210430-27050-1emtuav.pdf
How many people are able to control a P300-based brain–computer interface (BCI)?,"['C Guger', 'S Daban', 'E Sellers', 'C Holzner', 'G Krausz']",2009,https://www.cs.tau.ac.il/~nin/Courses/Seminar14a/P300.pdf
"Meta‐analysis of P300 and schizophrenia: Patients, paradigms, and practical implications","['YW Jeon', 'J Polich']",2003,N/A
Meta‐analysis of P300 normative aging studies,['J Polich'],1996,N/A
Is the P300 component a manifestation of context updating?,"['E Donchin', 'MGH Coles']",1988,https://www.researchgate.net/profile/Emanuel-Donchin/publication/232559111_Is_the_P300_component_a_manifestation_of_context_updating/links/55ef861108aef559dc44d610/Is-the-P300-component-a-manifestation-of-context-updating.pdf
Is histone acetylation the most important physiological function for CBP and p300?,"['DC Bedford', 'PK Brindle']",2012,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3371760/
The event-related P300 potential analysis of cognitive human brain aging: a review,"['CFA Kügler', 'A Taghavy', 'D Platt']",1993,N/A
